,bp,position,foot,a/w,d/w
4300,CDM,CDM CM,Right,Medium,Medium
4301,CM,CDM CM,Right,Medium,Medium
4302,CDM,CDM CM,Right,Medium,Medium
4303,CDM,CDM CM,Right,Medium,High
4304,CDM,CDM CM,Right,Medium,Medium
4305,CDM,CDM CM,Right,Medium,High
4306,CB,CDM CM,Right,Low,High
4307,CDM,CDM CM,Right,High,High
4308,CDM,CDM CM,Right,Medium,High
4309,CDM,CDM CM,Left,High,High
4310,CDM,CDM CM,Right,Medium,Medium
4311,CDM,CDM CM,Right,Medium,Medium
4312,CDM,CDM CM,Right,Medium,High
4313,CDM,CDM CM,Right,High,Medium
4314,CDM,CDM CM,Right,Medium,High
4315,CDM,CDM CM,Right,Medium,High
4316,CDM,CDM CM,Right,Medium,Medium
4317,CDM,CDM CM,Left,Medium,High
4318,CDM,CDM CM,Right,Medium,High
4319,CDM,CDM CM,Left,Low,Medium
4320,CDM,CDM CM,Right,Medium,High
4321,CDM,CDM CM,Right,Medium,High
4322,CDM,CDM CM,Right,Medium,High
4323,CDM,CDM CM,Right,Medium,High
4324,CDM,CDM CM,Left,Medium,Medium
4325,CDM,CDM CM,Right,Medium,High
4326,CDM,CDM CM,Right,Medium,Medium
4327,CB,CDM CM,Right,Medium,High
4328,CAM,CDM CM,Right,Medium,High
4329,CAM,CDM CM,Right,Medium,Medium
4330,CDM,CDM CM,Right,Medium,Medium
4331,CDM,CDM CM,Right,Medium,High
4332,CB,CDM CM,Right,Medium,Medium
4333,CB,CDM CM,Right,Medium,Medium
4334,CDM,CDM CM,Right,Medium,High
4335,CDM,CDM CM,Right,Medium,High
4336,CDM,CDM CM,Right,Medium,High
4337,CDM,CDM CM,Right,Low,High
4338,CDM,CDM CM,Right,Medium,High
4339,CB,CDM CM,Right,Medium,Medium
4340,CDM,CDM CM,Right,Medium,Medium
4341,CDM,CDM CM,Right,Medium,High
4342,CDM,CDM CM,Right,Low,High
4343,CDM,CDM CM,Right,Medium,Medium
4344,CDM,CDM CM,Right,Medium,Medium
4345,CB,CDM CM,Right,Medium,High
4346,CDM,CDM CM,Right,Medium,High
4347,CM,CDM CM,Right,Medium,Medium
4348,CDM,CDM CM,Right,Medium,Medium
4349,CM,CDM CM,Left,Medium,Medium
4350,RWB,CDM CM,Right,Medium,High
4351,CAM,CDM CM,Right,Medium,Medium
4352,CDM,CDM CM,Right,Medium,Medium
4353,CDM,CDM CM,Right,Medium,High
4354,RWB,CDM CM,Right,High,High
4355,CB,CDM CM,Right,Medium,Medium
4356,CDM,CDM CM,Right,Medium,High
4357,CDM,CDM CM,Right,Low,Medium
4358,CDM,CDM CM,Right,Medium,High
4359,CB,CDM CM,Left,Low,High
4360,CDM,CDM CM,Left,Medium,Medium
4361,CM,CDM CM,Right,Medium,Medium
4362,CDM,CDM CM,Right,Medium,High
4363,CDM,CDM CM,Right,Medium,Medium
4364,CM,CDM CM,Right,Medium,Medium
4365,CB,CDM CM,Right,Medium,High
4366,CDM,CDM CM,Right,Medium,Medium
4367,CM,CDM CM,Right,Medium,Medium
4368,CDM,CDM CM,Right,Medium,Medium
4369,CM,CDM CM,Right,Medium,Medium
4370,CDM,CDM CM,Right,Low,High
4371,CDM,CDM CM,Right,Low,Medium
4372,CDM,CDM CM,Right,Medium,High
4373,CDM,CDM CM,Right,Medium,High
4374,CDM,CDM CM,Right,Medium,High
4375,CDM,CDM CM,Left,Medium,High
4376,CDM,CDM CM,Right,Medium,High
4377,CDM,CDM CM,Right,Medium,Medium
4378,CDM,CDM CM,Right,High,Medium
4379,CDM,CDM CM,Right,High,High
4380,CB,CDM CM,Right,Medium,Medium
4381,CB,CDM CM,Right,High,High
4382,CDM,CDM CM,Right,Medium,Medium
4383,CM,CDM CM,Right,Medium,Medium
4384,CDM,CDM CM,Right,Low,High
4385,CDM,CDM CM,Left,Low,Medium
4386,CAM,CDM CM,Right,Medium,Medium
4387,CDM,CDM CM,Right,Medium,Medium
4388,CDM,CDM CM,Right,Medium,Medium
4389,CDM,CDM CM,Left,Medium,High
4390,CDM,CDM CM,Right,Medium,Medium
4391,CDM,CDM CM,Right,Medium,Medium
4392,CDM,CDM CM,Right,Medium,High
4393,CDM,CDM CM,Right,Medium,High
4394,CDM,CDM CM,Right,Medium,Medium
4395,CDM,CDM CM,Right,Medium,Medium
4396,CM,CDM CM,Left,Medium,Medium
4397,CDM,CDM CM,Right,Medium,Medium
4398,CDM,CDM CM,Right,High,Medium
4399,CDM,CDM CM,Right,Medium,Medium
4400,CM,CDM CM,Right,Medium,Medium
4401,CDM,CDM CM,Right,Low,High
4402,CDM,CDM CM,Right,Medium,High
4403,CB,CDM CM,Right,Medium,High
4404,CDM,CDM CM,Left,Medium,High
4405,CB,CDM CM,Right,Medium,High
4406,CDM,CDM CM,Right,Medium,Medium
4407,CDM,CDM CM,Right,Medium,Medium
4408,CDM,CDM CM,Right,High,High
4409,CDM,CDM CM,Right,Low,High
4410,CM,CDM CM,Left,Medium,Medium
4411,CDM,CDM CM,Right,Medium,Medium
4412,CDM,CDM CM,Right,Medium,Medium
4413,CDM,CDM CM,Right,Medium,Medium
4414,CB,CDM CM,Right,Medium,Medium
4415,CDM,CDM CM,Right,Medium,High
4416,CDM,CDM CM,Right,Medium,High
4417,CM,CDM CM,Right,Medium,High
4418,CDM,CDM CM,Left,Medium,Medium
4419,CB,CDM CM,Right,Medium,High
4420,CDM,CDM CM,Right,Medium,Medium
4421,CDM,CDM CM,Right,Medium,High
4422,CB,CDM CM,Right,Low,High
4423,CDM,CDM CM,Right,Medium,High
4424,RM,CDM CM,Right,Medium,Medium
4425,CDM,CDM CM,Right,Low,High
4426,CDM,CDM CM,Right,Medium,High
4427,CB,CDM CM,Right,Medium,Medium
4428,CDM,CDM CM,Right,Medium,Medium
4429,CB,CDM CM,Right,Low,Medium
4430,CM,CDM CM,Left,Medium,Medium
4431,CDM,CDM CM,Right,Medium,High
4432,CDM,CDM CM,Right,Medium,Medium
4433,CB,CDM CM,Right,Medium,High
4434,CAM,CDM CM,Right,Medium,Medium
4435,RB,CDM CM,Right,Medium,High
4436,CDM,CDM CM,Right,Medium,Medium
4437,CDM,CDM CM,Right,Medium,Medium
4438,CM,CDM CM,Right,Medium,Medium
4439,CAM,CDM CM,Right,Medium,Medium
4440,CB,CDM CM,Right,Medium,Medium
4441,CDM,CDM CM,Right,Medium,High
4442,CDM,CDM CM,Right,Medium,High
4443,CDM,CDM CM,Right,Medium,Medium
4444,CDM,CDM CM,Right,Medium,Medium
4445,CDM,CDM CM,Right,Low,Medium
4446,CB,CDM CM,Right,Medium,Medium
4447,CDM,CDM CM,Right,Medium,Medium
4448,CDM,CDM CM,Right,Medium,High
4449,CDM,CDM CM,Left,Medium,High
4450,CB,CDM CM,Right,Low,High
4451,CB,CDM CM,Right,Low,High
4452,CDM,CDM CM,Right,Medium,Medium
4453,CDM,CDM CM,Right,Medium,Medium
4454,CDM,CDM CM,Right,Medium,High
4455,CDM,CDM CM,Right,Medium,Medium
4456,CDM,CDM CM,Right,High,High
4457,RM,CDM CM,Right,Medium,Medium
4458,CAM,CDM CM,Right,Medium,Medium
4459,CDM,CDM CM,Right,Medium,High
4460,CDM,CDM CM,Right,Medium,High
4461,CDM,CDM CM,Right,Medium,High
4462,CDM,CDM CM,Right,Medium,Medium
4463,CDM,CDM CM,Right,Medium,Medium
4464,CDM,CDM CM,Right,High,Medium
4465,CDM,CDM CM,Right,Medium,High
4466,CDM,CDM CM,Right,Medium,Medium
4467,CDM,CDM CM,Right,Medium,Medium
4468,CDM,CDM CM,Right,Medium,Medium
4469,CDM,CDM CM,Left,Medium,High
4470,CDM,CDM CM,Right,Medium,Medium
4471,CB,CDM CM,Right,High,Medium
4472,CDM,CDM CM,Right,Medium,Medium
4473,CB,CDM CM,Left,Medium,High
4474,CB,CDM CM,Right,Medium,Medium
4475,CDM,CDM CM,Right,Low,Medium
4476,CDM,CDM CM,Right,Low,High
4477,CDM,CDM CM,Right,Medium,Medium
4478,CDM,CDM CM,Right,Medium,Medium
4479,CB,CDM CM,Left,Medium,Medium
4480,CDM,CDM CM,Left,Medium,High
4481,CDM,CDM CM,Right,Medium,High
4482,CDM,CDM CM,Right,Medium,High
4483,CB,CDM CM,Right,Medium,Medium
4484,CB,CDM CM,Left,Medium,Medium
4485,CDM,CDM CM,Right,High,Medium
4486,CDM,CDM CM,Right,Medium,Medium
4487,CB,CDM CM,Right,High,High
4488,CB,CDM CM,Right,Low,High
4489,LWB,CDM CM,Left,High,High
4490,CDM,CDM CM,Right,High,High
4491,CDM,CDM CM,Right,High,High
4492,CDM,CDM CM,Left,Medium,Medium
4493,LB,CDM CM,Left,Medium,Medium
4494,CDM,CDM CM,Right,High,High
4495,CDM,CDM CM,Right,Medium,Medium
4496,CDM,CDM CM,Right,Medium,Medium
4497,CDM,CDM CM,Right,Medium,High
4498,CDM,CDM CM,Right,Low,High
4499,CDM,CDM CM,Right,Medium,Medium
4500,CDM,CDM CM,Right,Medium,High
4501,CDM,CDM CM,Right,Medium,High
4502,CDM,CDM CM,Right,Medium,Medium
4503,CDM,CDM CM,Right,Medium,Medium
4504,CB,CDM CM,Right,Medium,High
4505,CDM,CDM CM,Right,Medium,High
4506,CDM,CDM CM,Right,Medium,High
4507,CDM,CDM CM,Right,Medium,High
4508,CDM,CDM CM,Left,High,High
4509,CB,CDM CM,Right,Medium,Medium
4510,CDM,CDM CM,Right,Medium,Medium
4511,CDM,CDM CM,Left,Medium,High
4512,CB,CDM CM,Right,Medium,High
4513,CM,CDM CM,Right,Medium,High
4514,CDM,CDM CM,Right,Medium,Medium
4515,CDM,CDM CM,Right,Low,High
4516,CDM,CDM CM,Right,Medium,High
4517,CDM,CDM CM,Right,Medium,Medium
4518,CDM,CDM CM,Left,Medium,Medium
4519,CDM,CDM CM,Right,High,High
4520,CDM,CDM CM,Left,High,High
4521,CDM,CDM CM,Right,Low,High
4522,CDM,CDM CM,Right,Medium,Medium
4523,RM,CDM CM,Right,High,Medium
4524,CDM,CDM CM,Right,Medium,Medium
4525,CM,CDM CM,Right,Medium,Medium
4526,CDM,CDM CM,Right,Medium,High
4527,CDM,CDM CM,Right,Medium,Medium
4528,CM,CDM CM,Right,Medium,High
4529,CB,CDM CM,Right,Medium,High
4530,CDM,CDM CM,Right,Medium,Medium
4531,CM,CDM CM,Right,Medium,Medium
4532,CDM,CDM CM,Right,Medium,Medium
4533,CB,CDM CM,Right,Low,Medium
4534,CDM,CDM CM,Right,Medium,Medium
4535,CDM,CDM CM,Right,Medium,Medium
4536,CDM,CDM CM,Right,High,High
4537,CDM,CDM CM,Right,Medium,Medium
4538,CDM,CDM CM,Right,Medium,High
4539,CDM,CDM CM,Right,Medium,Medium
4540,CDM,CDM CM,Right,Medium,High
4541,CDM,CDM CM,Left,Medium,Medium
4542,CDM,CDM CM,Right,Medium,Medium
4543,CDM,CDM CM,Right,Medium,Medium
4544,CDM,CDM CM,Right,Medium,Medium
4545,CDM,CDM CM,Right,Medium,High
4546,CDM,CDM CM,Right,Medium,High
4547,CDM,CDM CM,Right,Low,High
4548,CDM,CDM CM,Right,Medium,Medium
4549,CDM,CDM CM,Right,Medium,Medium
4550,CDM,CDM CM,Right,Medium,High
4551,CDM,CDM CM,Right,High,High
4552,CM,CDM CM,Left,High,Medium
4553,CM,CDM CM,Left,Medium,Medium
4554,CDM,CDM CM,Right,Medium,High
4555,CM,CDM CM,Left,Low,Medium
4556,CB,CDM CM,Left,Medium,High
4557,CB,CDM CM,Right,Medium,Medium
4558,CDM,CDM CM,Right,Medium,Medium
4559,CDM,CDM CM,Right,Low,High
4560,CDM,CDM CM,Right,Medium,High
4561,CDM,CDM CM,Right,Medium,High
4562,CDM,CDM CM,Right,Medium,High
4563,CDM,CDM CM,Right,High,High
4564,CDM,CDM CM,Right,Medium,High
4565,CDM,CDM CM,Right,High,Medium
4566,CDM,CDM CM,Right,Medium,High
4567,CDM,CDM CM,Right,Medium,Medium
4568,CDM,CDM CM,Right,Medium,Medium
4569,CDM,CDM CM,Right,Medium,Medium
4570,CDM,CDM CM,Right,High,High
4571,CDM,CDM CM,Right,Medium,Medium
4572,CDM,CDM CM,Right,Medium,High
4573,CDM,CDM CM,Right,Low,High
4574,CB,CDM CM,Right,Medium,High
4575,CDM,CDM CM,Right,High,High
4576,CDM,CDM CM,Right,Medium,Medium
4577,CDM,CDM CM,Right,Medium,High
4578,CDM,CDM CM,Right,Medium,Medium
4579,CDM,CDM CM,Right,High,Medium
4580,CM,CDM CM,Right,Medium,High
4581,CB,CDM CM,Right,High,High
4582,CDM,CDM CM,Right,Low,Medium
4583,CDM,CDM CM,Right,Low,High
4584,CB,CDM CM,Right,Low,High
4585,CDM,CDM CM,Right,Medium,Medium
4586,CDM,CDM CM,Right,Medium,Medium
4587,CB,CDM CM,Right,High,High
4588,CDM,CDM CM,Right,Medium,Medium
4589,CM,CDM CM,Right,Medium,Medium
4590,CM,CDM CM,Right,Medium,Medium
4591,CAM,CDM CM,Right,Medium,Medium
4592,CDM,CDM CM,Left,Medium,Medium
4593,CDM,CDM CM,Right,High,High
4594,CDM,CDM CM,Right,Medium,Medium
4595,CM,CDM CM,Right,High,Medium
4596,CDM,CDM CM,Right,Medium,Medium
4597,CDM,CDM CM,Right,Medium,High
4598,CM,CDM CM,Right,Medium,Medium
4599,CDM,CDM CM,Right,High,Medium
4600,CDM,CDM CM,Right,Medium,Medium
4601,CDM,CDM CM,Right,Medium,Medium
4602,CDM,CDM CM,Right,Medium,High
4603,CDM,CDM CM,Right,Medium,High
4604,CB,CDM CM,Right,High,Medium
4605,CDM,CDM CM,Right,Medium,High
4606,CDM,CDM CM,Right,Medium,Medium
4607,CB,CDM CM,Right,Low,Medium
4608,CDM,CDM CM,Right,Medium,Medium
4609,CB,CDM CM,Right,Medium,Medium
4610,CDM,CDM CM,Right,High,High
4611,CB,CDM CM,Right,High,Medium
4612,CDM,CDM CM,Right,Medium,Medium
4613,CB,CDM CM,Right,Medium,High
4614,CM,CDM CM,Right,Medium,High
4615,CDM,CDM CM,Right,Medium,High
4616,CDM,CDM CM,Right,Medium,Medium
4617,CM,CDM CM,Right,Low,Low
4618,CDM,CDM CM,Left,Medium,Medium
4619,CDM,CDM CM,Right,Medium,High
4620,CDM,CDM CM,Right,Medium,Medium
4621,CDM,CDM CM,Left,Medium,High
4622,CDM,CDM CM,Right,Medium,Medium
4623,CDM,CDM CM,Right,Low,High
4624,CDM,CDM CM,Right,Medium,High
4625,CDM,CDM CM,Right,Medium,High
4626,CDM,CDM CM,Right,High,Medium
4627,CDM,CDM CM,Right,Medium,Medium
4628,CDM,CDM CM,Right,Medium,Medium
4629,CDM,CDM CM,Right,Medium,High
4630,CDM,CDM CM,Right,Medium,High
4631,CDM,CDM CM,Right,Medium,High
4632,CDM,CDM CM,Right,Medium,Medium
4633,CAM,CDM CM,Right,Medium,High
4634,CB,CDM CM,Right,Medium,High
4635,RWB,CDM CM,Right,High,High
4636,CB,CDM CM,Right,Medium,High
4637,CDM,CDM CM,Right,Low,High
4638,CB,CDM CM,Right,Medium,Medium
4639,CDM,CDM CM,Right,Medium,Medium
4640,CM,CDM CM,Right,High,High
4641,LWB,CDM CM,Left,High,High
4642,CDM,CDM CM,Right,Medium,High
4643,CDM,CDM CM,Left,Medium,Medium
4644,CDM,CDM CM,Right,Medium,High
4645,CDM,CDM CM,Right,Medium,High
4646,CDM,CDM CM,Left,High,High
4647,CDM,CDM CM,Right,High,High
4648,CDM,CDM CM,Right,High,Medium
4649,CM,CDM CM,Right,Medium,High
4650,CM,CDM CM,Right,High,High
4651,CM,CDM CM,Right,High,High
4652,CDM,CDM CM,Right,Medium,High
4653,CDM,CDM CM,Left,Medium,Medium
4654,CB,CDM CM,Right,Medium,Medium
4655,CDM,CDM CM,Right,Low,Medium
4656,CM,CDM CM,Right,Medium,Medium
4657,LWB,CDM CM,Left,Medium,Medium
4658,CB,CDM CM,Left,Medium,Medium
4659,CDM,CDM CM,Right,Medium,High
4660,CDM,CDM CM,Right,Medium,Medium
4661,CDM,CDM CM,Right,High,High
4662,CDM,CDM CM,Right,Medium,Medium
4663,CDM,CDM CM,Right,Medium,High
4664,CAM,CDM CM,Right,Medium,Medium
4665,CM,CDM CM,Right,High,High
4666,CDM,CDM CM,Right,Medium,Medium
4667,CDM,CDM CM,Right,Low,Medium
4668,CDM,CDM CM,Right,Medium,High
4669,CDM,CDM CM,Right,Medium,High
4670,CDM,CDM CM,Right,Medium,Medium
4671,CDM,CDM CM,Right,High,High
4672,CDM,CDM CM,Left,Low,Medium
4673,CM,CDM CM,Right,Medium,Medium
4674,RB,CDM CM,Right,Medium,High
4675,CM,CDM CM,Right,Medium,Medium
4676,CB,CDM CM,Right,Medium,Medium
4677,CDM,CDM CM,Right,Medium,High
4678,CDM,CDM CM,Right,Medium,Medium
4679,CDM,CDM CM,Right,Medium,High
4680,CDM,CDM CM,Right,High,Medium
4681,CB,CDM CM,Right,High,High
4682,CDM,CDM CM,Right,Medium,Medium
4683,CDM,CDM CM,Right,Medium,Medium
4684,CDM,CDM CM,Right,Medium,High
4685,CDM,CDM CM,Right,Medium,Medium
4686,CDM,CDM CM,Right,Medium,High
4687,CM,CDM CM,Right,Medium,Medium
4688,CDM,CDM CM,Right,Medium,High
4689,CM,CDM CM,Right,Low,Low
4690,CM,CDM CM,Right,Medium,High
4691,CDM,CDM CM,Right,Medium,Medium
4692,CDM,CDM CM,Right,High,High
4693,CB,CDM CM,Right,Medium,Medium
4694,CB,CDM CM,Right,Medium,High
4695,CB,CDM CM,Right,Medium,High
4696,CDM,CDM CM,Right,Low,High
4697,CDM,CDM CM,Right,Medium,Medium
4698,CB,CDM CM,Left,Medium,Medium
4699,CDM,CDM CM,Right,Medium,Medium
4700,CM,CDM CM,Right,Medium,Medium
4701,CDM,CDM CM,Right,Medium,High
4702,CM,CDM CM,Left,Medium,High
4703,CDM,CDM CM,Right,Medium,High
4704,CB,CDM CM,Right,Medium,High
4705,CDM,CDM CM,Right,Medium,High
4706,CM,CDM CM,Right,Medium,High
4707,CDM,CDM CM,Right,Low,High
4708,CDM,CDM CM,Right,Medium,High
4709,CDM,CDM CM,Right,Low,High
4710,CAM,CDM CM,Right,Medium,Medium
4711,CDM,CDM CM,Right,Medium,Medium
4712,CDM,CDM CM,Right,Medium,Medium
4713,CDM,CDM CM,Right,Medium,Medium
4714,CDM,CDM CM,Left,Medium,High
4715,ST,CDM CM,Right,Medium,Medium
4716,CDM,CDM CM,Right,Medium,High
4717,CDM,CDM CM,Right,Medium,High
4718,CB,CDM CM,Right,Medium,High
4719,CDM,CDM CM,Right,Medium,High
4720,CDM,CDM CM,Right,Medium,Medium
4721,CDM,CDM CM,Right,High,High
4722,CB,CDM CM,Right,Medium,Medium
4723,CDM,CDM CM,Right,Medium,Medium
4724,CDM,CDM CM,Right,Medium,Medium
4725,CB,CDM CM,Right,Low,High
4726,CDM,CDM CM,Right,Medium,Medium
4727,CDM,CDM CM,Right,Low,High
4728,CDM,CDM CM,Right,Medium,High
4729,CM,CDM CM,Right,Medium,Medium
4730,CB,CDM CM,Left,Medium,High
4731,CM,CDM CM,Right,Medium,Medium
4732,CDM,CDM CM,Right,Medium,Medium
4733,CDM,CDM CM,Left,Medium,Medium
4734,CM,CDM CM,Right,Medium,Medium
4735,CDM,CDM CM,Right,Medium,High
4736,CDM,CDM CM,Right,Medium,High
4737,CM,CDM CM,Right,Medium,High
4738,CDM,CDM CM,Right,Medium,High
4739,CDM,CDM CM,Right,Medium,High
4740,CM,CDM CM,Right,Medium,Medium
4741,CDM,CDM CM,Left,High,Medium
4742,CB,CDM CM,Right,Low,Medium
4743,CDM,CDM CM,Right,High,High
4744,CDM,CDM CM,Right,Medium,Medium
4745,CDM,CDM CM,Right,Medium,Medium
4746,CDM,CDM CM,Right,High,High
4747,CDM,CDM CM,Right,Medium,Medium
4748,CDM,CDM CM,Right,High,High
4749,CDM,CDM CM,Right,Medium,Medium
4750,CM,CDM CM,Right,Medium,Medium
4751,CDM,CDM CM,Right,Low,High
4752,CDM,CDM CM,Left,Medium,High
4753,CDM,CDM CM,Right,Medium,Medium
4754,CDM,CDM CM,Left,High,Low
4755,CDM,CDM CM,Right,Medium,High
4756,CDM,CDM CM,Right,Medium,Medium
4757,RM,CDM CM,Right,Medium,Medium
4758,CDM,CDM CM,Right,Medium,High
4759,CDM,CDM CM,Left,Medium,Medium
4760,CB,CDM CM,Right,Medium,Medium
4761,CB,CDM CM,Right,Medium,High
4762,CM,CDM CM,Right,Medium,Medium
4763,CDM,CDM CM,Right,High,Medium
4764,CDM,CDM CM,Right,Low,Medium
4765,CDM,CDM CM,Right,High,High
4766,CDM,CDM CM,Right,Medium,High
4767,CDM,CDM CM,Right,Medium,High
4768,CM,CDM CM,Left,Low,High
4769,CDM,CDM CM,Right,Medium,Medium
4770,CDM,CDM CM,Right,Medium,Medium
4771,CDM,CDM CM,Left,High,Medium
4772,CB,CDM CM,Right,Medium,High
4773,CDM,CDM CM,Right,Medium,High
4774,CDM,CDM CM,Right,Low,Medium
4775,CB,CDM CM,Right,Medium,Medium
4776,CDM,CDM CM,Left,Medium,Medium
4777,CDM,CDM CM,Right,Medium,Medium
4778,CDM,CDM CM,Left,Medium,High
4779,CDM,CDM CM,Right,Medium,High
4780,CM,CDM CM,Left,Medium,Medium
4781,CDM,CDM CM,Left,Medium,Medium
4782,CDM,CDM CM,Right,Medium,High
4783,CDM,CDM CM,Right,Medium,High
4784,CDM,CDM CM,Right,Medium,High
4785,CDM,CDM CM,Right,Medium,Medium
4786,CDM,CDM CM,Right,Medium,High
4787,CDM,CDM CM,Right,Medium,Medium
4788,CDM,CDM CM,Right,Medium,High
4789,CDM,CDM CM,Right,Medium,Medium
4790,CDM,CDM CM,Right,Medium,High
4791,CDM,CDM CM,Right,Medium,Medium
4792,CDM,CDM CM,Right,Medium,Medium
4793,CDM,CDM CM,Right,Medium,High
4794,CDM,CDM CM,Right,Medium,High
4795,CB,CDM CM,Right,Medium,Medium
4796,CM,CDM CM,Left,Medium,Medium
4797,CDM,CDM CM,Right,Medium,High
4798,CDM,CDM CM,Right,High,High
4799,CDM,CDM CM,Right,Medium,Medium
4800,CDM,CDM CM,Left,Medium,Medium
4801,CB,CDM CM,Right,Medium,High
4802,CDM,CDM CM,Left,Low,High
4803,CDM,CDM CM,Right,Medium,Medium
4804,CB,CDM CM,Right,Medium,Medium
4805,CB,CDM CM,Right,Medium,High
4806,CDM,CDM CM,Right,High,High
4807,CDM,CDM CM,Left,Medium,High
4808,CDM,CDM CM,Right,Medium,High
4809,CB,CDM CM,Right,Medium,High
4810,CDM,CDM CM,Left,Medium,Medium
4811,CDM,CDM CM,Right,Medium,Medium
4812,RWB,CDM CM,Right,Medium,High
4813,CB,CDM CM,Right,Low,High
4814,CDM,CDM CM,Right,Low,High
4815,CDM,CDM CM,Right,High,High
4816,CDM,CDM CM,Right,Medium,Medium
4817,CDM,CDM CM,Right,Medium,High
4818,CM,CDM CM,Right,Medium,Medium
4819,CDM,CDM CM,Right,Medium,High
4820,CDM,CDM CM,Right,Low,High
4821,CDM,CDM CM,Right,Medium,High
4822,CDM,CDM CM,Right,Medium,Medium
4823,CM,CDM CM,Left,Medium,Medium
4824,CDM,CDM CM,Right,Medium,High
4825,CDM,CDM CM,Right,Medium,Medium
4826,CDM,CDM CM,Right,Medium,High
4827,CDM,CDM CM,Left,Low,Medium
4828,CDM,CDM CM,Right,Medium,High
4829,CDM,CDM CM,Right,Medium,High
4830,CDM,CDM CM,Right,Medium,Medium
4831,CB,CDM CM,Right,Medium,Medium
4832,CDM,CDM CM,Right,Medium,High
4833,CDM,CDM CM,Left,Medium,Medium
4834,CM,CDM CM,Right,Medium,Medium
4835,CDM,CDM CM,Right,Medium,Medium
4836,CDM,CDM CM,Right,Medium,Medium
4837,CDM,CDM CM,Right,Medium,High
4838,CDM,CDM CM,Right,Medium,High
4839,CDM,CDM CM,Right,Medium,High
4840,CDM,CDM CM,Right,High,High
4841,CDM,CDM CM,Right,Medium,Medium
4842,CDM,CDM CM,Right,Low,High
4843,CM,CDM CM,Left,High,High
4844,CDM,CDM CM,Right,Medium,Medium
4845,CDM,CDM CM,Right,Medium,Medium
4846,CDM,CDM CM,Right,Low,High
4847,CDM,CDM CM,Right,Medium,High
4848,CDM,CDM CM,Right,Medium,High
4849,CB,CDM CM,Right,Medium,Medium
4850,CM,CDM CM,Right,Medium,High
4851,CDM,CDM CM,Right,Low,High
4852,CAM,CDM CM,Right,Medium,Medium
4853,CB,CDM CM,Right,Medium,High
4854,CDM,CDM CM,Left,Medium,High
4855,CDM,CDM CM,Right,Medium,High
4856,CDM,CDM CM,Right,Low,Medium
4857,CDM,CDM CM,Right,Medium,High
4858,CDM,CDM CM,Right,Medium,Medium
4859,CDM,CDM CM,Right,Medium,High
4860,CDM,CDM CM,Right,Medium,High
4861,CDM,CDM CM,Right,Medium,High
4862,CDM,CDM CM,Right,Medium,Medium
4863,CDM,CDM CM,Right,Low,Medium
4864,CDM,CDM CM,Right,Medium,High
4865,CDM,CDM CM,Left,Medium,High
4866,CM,CDM CM,Right,High,Medium
4867,CDM,CDM CM,Right,Medium,Medium
4868,CDM,CDM CM,Right,High,Medium
4869,CDM,CDM CM,Right,Medium,Medium
4870,CDM,CDM CM,Right,Medium,Medium
4871,CM,CDM CM,Right,Medium,Medium
4872,RM,CDM CM,Right,Medium,Medium
4873,CDM,CDM CM,Right,Medium,High
4874,CDM,CDM CM,Right,Low,Medium
4875,CM,CDM CM,Left,Medium,Medium
4876,CDM,CDM CM,Right,Medium,High
4877,CDM,CDM CM,Right,Medium,Medium
4878,CDM,CDM CM,Left,Medium,High
4879,CDM,CDM CM,Right,Medium,High
4880,CDM,CDM CM,Right,Medium,High
4881,CDM,CDM CM,Right,Medium,Medium
4882,CDM,CDM CM,Right,Medium,Medium
4883,CDM,CDM CM,Right,Medium,Medium
4884,CDM,CDM CM,Right,High,High
4885,CM,CDM CM,Right,Medium,Medium
4886,CDM,CDM CM,Right,Medium,High
4887,CDM,CDM CM,Right,Medium,High
4888,CM,CDM CM,Right,Medium,Medium
4889,CDM,CDM CM,Right,Medium,Medium
4890,CDM,CDM CM,Right,Medium,Medium
4891,CDM,CDM CM,Right,Medium,High
4892,CM,CDM CM,Left,Medium,Medium
4893,CAM,CDM CM,Right,High,Medium
4894,CB,CDM CM,Right,Medium,Medium
4895,CM,CDM CM,Right,Medium,Medium
4896,CDM,CDM CM,Right,Medium,High
4897,CDM,CDM CM,Right,Low,Medium
4898,CM,CDM CM,Right,High,Medium
4899,CM,CDM CM,Left,Medium,Medium
4900,CM,CDM CM,Left,Medium,Medium
4901,CB,CDM CM,Right,Medium,High
4902,CDM,CDM CM,Right,Medium,Medium
4903,CM,CDM CM,Left,Medium,Medium
4904,CB,CDM CM,Right,Medium,Medium
4905,CDM,CDM CM,Right,Medium,High
4906,CDM,CDM CM,Right,Medium,High
4907,CDM,CDM CM,Right,Medium,High
4908,CDM,CDM CM,Left,Medium,High
4909,CM,CDM CM,Left,Medium,Medium
4910,CDM,CDM CM,Right,Medium,High
4911,CDM,CDM CM,Right,High,High
4912,CDM,CDM CM,Right,Medium,Medium
4913,CDM,CDM CM,Right,Medium,High
4914,CDM,CDM CM,Right,Medium,High
4915,CDM,CDM CM,Right,Medium,High
4916,RWB,CDM CM,Right,High,High
4917,CDM,CDM CM,Right,Medium,Medium
4918,CDM,CDM CM,Right,Low,High
4919,CDM,CDM CM,Right,High,Medium
4920,CB,CDM CM,Right,Low,High
4921,CDM,CDM CM,Right,Medium,Medium
4922,CB,CDM CM,Right,Low,High
