,bov,attacking,skill,agility,power,mentality,defending,goalkeeping,total_stats
4255,64,232,261,78.0,290,290,183,46,1653
4256,68,280,304,61.0,329,303,193,60,1783
4257,67,284,300,67.0,319,314,191,41,1773
4258,70,286,309,65.0,348,310,204,30,1820
4259,71,301,337,79.0,317,336,196,55,1902
4260,64,241,262,63.0,288,267,175,48,1576
4261,66,278,317,69.0,344,290,193,45,1781
4262,69,316,335,63.0,341,327,195,46,1894
4263,69,225,256,72.0,333,273,200,52,1685
4264,61,243,254,64.0,343,280,171,50,1597
4265,78,282,321,69.0,356,325,227,56,1914
4266,70,283,292,68.0,351,298,202,50,1826
4267,72,335,339,61.0,368,351,213,60,1941
4268,76,310,341,69.0,382,352,225,47,1998
4269,56,240,259,55.0,267,244,152,47,1517
4270,64,247,259,65.0,311,307,181,52,1687
4271,67,284,287,64.0,377,309,197,44,1802
4272,65,224,244,54.0,264,270,185,34,1509
4273,65,248,300,51.0,297,279,184,44,1639
4274,69,322,332,64.0,330,309,193,50,1836
4275,60,241,235,65.0,322,301,168,64,1626
4276,66,266,313,73.0,352,295,182,54,1807
4277,70,225,271,62.0,274,298,191,56,1609
4278,72,297,297,52.0,341,318,212,55,1787
4279,63,241,248,58.0,291,276,170,58,1552
4280,76,326,353,68.0,320,352,226,54,1951
4281,62,213,264,68.0,272,250,179,52,1549
4282,60,213,232,63.0,259,240,175,51,1479
4283,67,318,319,73.0,349,319,191,41,1861
4284,70,208,238,47.0,330,314,205,50,1643
4285,63,289,303,77.0,335,284,178,46,1774
4286,67,307,332,66.0,330,323,183,52,1837
4287,77,343,365,56.0,355,381,218,43,2003
4288,65,232,255,60.0,252,271,188,66,1578
4289,69,253,320,54.0,324,318,201,48,1704
4290,70,326,339,58.0,357,334,209,51,1913
4291,75,292,309,69.0,359,332,220,45,1899
4292,67,255,260,60.0,387,253,179,58,1687
4293,75,302,343,74.0,342,322,223,62,1964
4294,74,278,321,79.0,366,323,216,62,1920
4295,68,253,306,66.0,307,293,190,54,1718
4296,66,272,258,64.0,339,282,180,54,1733
4297,65,254,300,68.0,302,301,180,57,1733
4298,67,248,283,62.0,332,293,180,44,1690
4299,79,328,348,76.0,364,348,238,55,2040
4300,70,275,287,61.0,354,299,206,56,1774
4301,75,322,355,71.0,359,340,212,41,1986
4302,71,264,297,59.0,329,305,199,41,1731
4303,68,266,256,69.0,302,288,193,54,1705
4304,81,293,339,58.0,347,340,239,55,1928
4305,61,256,272,65.0,278,271,185,57,1632
4306,68,247,264,57.0,337,292,189,50,1673
4307,66,274,260,64.0,316,290,186,44,1700
4308,73,298,313,65.0,367,354,214,61,1912
4309,66,291,325,76.0,347,312,183,60,1877
4310,69,254,297,61.0,282,292,197,51,1698
4311,60,256,271,65.0,273,258,170,46,1591
4312,70,276,297,78.0,362,321,191,58,1863
4313,72,329,368,75.0,400,350,205,48,2056
4314,80,250,262,75.0,343,321,240,71,1859
4315,77,251,286,80.0,350,312,238,44,1849
4316,75,288,338,66.0,360,332,203,40,1864
4317,61,264,312,65.0,301,249,176,47,1658
4318,71,246,279,73.0,307,326,213,38,1780
4319,67,281,345,77.0,247,299,193,57,1762
4320,63,211,285,53.0,256,281,180,64,1554
4321,65,240,256,74.0,289,271,183,44,1642
4322,66,255,263,65.0,333,284,187,61,1696
4323,71,287,284,53.0,333,303,202,45,1756
4324,73,300,322,60.0,354,333,218,54,1913
4325,69,286,272,81.0,297,286,196,42,1760
4326,69,254,273,65.0,334,283,192,59,1729
4327,72,284,264,56.0,360,285,213,53,1725
4328,63,267,274,55.0,273,281,184,52,1648
4329,65,228,289,59.0,272,273,159,62,1591
4330,79,356,363,54.0,372,374,228,54,1991
4331,70,268,274,64.0,319,311,192,49,1746
4332,73,310,315,68.0,362,335,217,66,1943
4333,64,276,251,66.0,301,262,186,61,1664
4334,69,331,333,65.0,363,330,192,56,1927
4335,67,257,330,77.0,335,287,189,55,1813
4336,73,247,325,89.0,308,335,207,58,1885
4337,70,279,338,65.0,333,327,207,55,1851
4338,64,270,294,72.0,332,284,179,63,1779
4339,64,251,293,58.0,301,275,186,47,1616
4340,67,274,308,54.0,337,315,195,57,1742
4341,61,247,276,50.0,253,271,183,59,1577
4342,74,304,331,56.0,374,350,211,27,1885
4343,64,242,251,68.0,269,283,187,61,1615
4344,66,297,267,74.0,318,288,186,53,1755
4345,77,259,294,74.0,318,321,234,52,1827
4346,76,311,313,65.0,377,341,224,67,1974
4347,67,261,277,70.0,316,314,192,64,1768
4348,70,268,317,62.0,354,323,202,58,1839
4349,75,293,362,77.0,335,323,204,59,1923
4350,72,253,277,76.0,351,298,205,51,1811
4351,62,258,289,74.0,267,263,166,44,1630
4352,69,257,296,73.0,311,286,205,52,1759
4353,76,301,345,65.0,369,340,220,55,1941
4354,68,272,315,71.0,356,300,191,55,1829
4355,58,206,218,48.0,263,230,156,35,1369
4356,80,330,382,69.0,344,367,239,59,2051
4357,76,324,330,61.0,344,357,226,46,1933
4358,74,266,283,64.0,362,323,216,63,1846
4359,82,364,367,73.0,409,378,245,60,2202
4360,64,251,263,62.0,299,280,181,57,1647
4361,72,289,350,67.0,325,327,193,46,1836
4362,77,323,376,66.0,377,361,220,61,2048
4363,62,231,247,75.0,271,262,173,47,1586
4364,67,271,303,74.0,345,287,185,54,1790
4365,70,265,268,49.0,339,288,196,58,1687
4366,79,356,384,61.0,404,371,222,53,2109
4367,61,264,285,72.0,331,263,158,55,1699
4368,73,345,315,57.0,379,336,207,68,1959
4369,60,241,258,56.0,267,297,167,63,1606
4370,71,257,294,64.0,357,328,211,55,1796
4371,69,240,264,76.0,322,285,204,50,1712
4372,73,265,279,49.0,323,309,216,49,1743
4373,76,291,321,76.0,317,338,219,52,1880
4374,80,308,353,56.0,380,332,219,51,1954
4375,65,246,256,56.0,290,230,183,48,1541
4376,79,337,333,62.0,361,333,233,42,1950
4377,69,216,290,66.0,315,306,205,45,1717
4378,76,338,372,72.0,343,366,220,25,2022
4379,77,309,378,52.0,374,344,232,48,2004
4380,66,273,253,47.0,326,290,184,57,1634
4381,78,314,292,62.0,388,352,232,53,1961
4382,70,253,271,64.0,393,292,200,64,1789
4383,74,304,359,66.0,355,345,205,61,1953
4384,72,282,302,40.0,301,320,214,50,1685
4385,80,358,375,43.0,371,362,237,57,2016
4386,66,280,310,69.0,309,303,177,56,1775
4387,74,327,375,71.0,340,366,209,39,2016
4388,77,268,266,54.0,370,331,211,34,1784
4389,65,233,281,68.0,304,262,187,33,1625
4390,70,264,312,68.0,294,300,198,55,1718
4391,69,278,302,64.0,344,303,198,50,1787
4392,61,260,288,55.0,285,276,176,59,1681
4393,69,311,311,65.0,323,304,195,53,1807
4394,65,276,295,72.0,355,304,179,66,1820
4395,71,275,317,80.0,323,323,203,36,1866
4396,69,297,292,57.0,306,292,199,51,1746
4397,79,322,331,33.0,363,356,228,68,1878
4398,69,280,295,71.0,321,309,194,49,1799
4399,72,297,314,68.0,335,302,210,50,1836
4400,73,301,361,80.0,370,305,207,62,1987
4401,72,223,276,66.0,336,296,201,51,1724
4402,69,276,269,58.0,321,306,198,43,1694
4403,66,234,251,74.0,335,295,189,53,1705
4404,65,263,275,66.0,305,297,179,54,1702
4405,71,256,266,66.0,314,276,202,47,1661
4406,75,321,341,64.0,380,345,222,51,1978
4407,65,226,305,73.0,309,299,190,56,1700
4408,80,346,342,72.0,395,377,234,54,2107
4409,63,235,245,46.0,288,265,185,51,1529
4410,67,287,326,70.0,317,276,182,44,1751
4411,65,247,303,58.0,263,317,183,80,1707
4412,68,288,348,54.0,353,300,188,49,1794
4413,79,316,364,71.0,358,369,223,60,2031
4414,70,232,276,51.0,318,267,202,44,1637
4415,71,272,285,68.0,366,301,196,58,1800
4416,73,294,288,78.0,331,295,214,55,1863
4417,69,289,315,76.0,333,312,194,63,1853
4418,67,250,307,69.0,284,263,191,51,1683
4419,70,256,263,45.0,304,283,201,55,1598
4420,59,246,239,75.0,261,263,164,42,1560
4421,75,314,345,67.0,386,357,212,50,1999
4422,69,327,292,52.0,354,332,196,63,1833
4423,71,291,290,75.0,347,320,198,58,1877
4424,73,320,360,74.0,388,342,192,46,2021
4425,75,320,325,71.0,375,339,222,66,1990
4426,67,270,277,50.0,343,311,191,62,1709
4427,69,281,309,45.0,335,329,205,60,1777
4428,60,191,211,77.0,264,235,175,66,1485
4429,64,292,281,65.0,348,287,171,61,1766
4430,76,333,373,84.0,356,346,211,62,2065
4431,65,268,249,74.0,316,290,195,65,1678
4432,69,261,296,71.0,305,274,193,54,1726
4433,87,321,341,69.0,412,366,261,54,2120
4434,64,273,301,61.0,248,291,194,38,1674
4435,64,279,315,74.0,304,288,181,50,1768
4436,78,321,368,71.0,358,364,225,59,2055
4437,58,242,240,62.0,300,260,165,43,1561
4438,68,304,304,80.0,357,321,179,62,1883
4439,60,266,282,67.0,265,256,160,49,1568
4440,62,232,259,66.0,247,231,184,48,1523
4441,70,294,302,64.0,337,324,211,43,1838
4442,76,337,316,65.0,358,356,228,48,1963
4443,75,314,314,78.0,335,304,213,40,1891
4444,68,247,280,69.0,300,301,193,50,1702
4445,67,278,293,66.0,327,306,189,59,1784
4446,58,207,227,56.0,277,254,161,34,1429
4447,63,239,295,80.0,303,261,168,42,1660
4448,70,248,295,89.0,316,317,189,45,1809
4449,76,309,317,69.0,359,339,219,53,1941
4450,72,261,232,58.0,360,301,198,56,1727
4451,64,216,245,57.0,277,248,185,62,1542
4452,71,280,308,56.0,300,316,206,59,1759
4453,70,302,320,73.0,349,309,195,55,1878
4454,71,245,281,60.0,353,327,207,60,1777
4455,56,209,234,65.0,278,232,157,43,1450
4456,86,377,403,69.0,399,394,244,49,2220
4457,68,285,297,72.0,333,298,190,43,1802
4458,63,276,308,74.0,315,283,170,45,1740
4459,78,319,352,74.0,389,346,224,57,2050
4460,72,293,313,72.0,359,317,212,53,1894
4461,67,283,290,69.0,335,293,196,46,1765
4462,70,309,311,75.0,346,339,202,60,1883
4463,63,244,280,64.0,258,267,173,70,1629
4464,74,324,338,65.0,372,331,213,51,1965
4465,72,266,310,60.0,346,319,212,41,1780
4466,68,280,316,70.0,326,294,194,49,1804
4467,67,252,277,59.0,302,311,187,63,1728
4468,69,274,307,63.0,339,300,190,56,1776
4469,67,241,282,63.0,364,311,201,69,1772
4470,66,264,316,72.0,322,278,187,44,1754
4471,73,274,255,53.0,346,326,210,72,1769
4472,74,314,337,67.0,325,330,217,58,1901
4473,71,256,251,67.0,355,284,204,52,1738
4474,78,287,307,66.0,368,325,227,43,1924
4475,62,229,269,58.0,294,272,176,58,1604
4476,72,299,331,67.0,368,340,210,53,1942
4477,70,251,284,69.0,318,316,194,52,1771
4478,67,252,284,68.0,314,292,192,53,1698
4479,71,308,303,44.0,382,309,187,40,1792
4480,71,316,345,69.0,354,349,205,43,1943
4481,75,299,311,68.0,361,320,222,65,1922
4482,67,232,264,68.0,302,309,198,58,1681
4483,74,321,322,53.0,342,356,224,61,1911
4484,68,245,260,64.0,322,290,192,65,1684
4485,66,232,265,65.0,335,287,177,50,1697
4486,68,232,263,68.0,332,300,197,57,1728
4487,74,272,290,60.0,347,321,213,58,1815
4488,78,325,331,62.0,359,351,233,59,1964
4489,78,311,366,79.0,356,356,220,54,2059
4490,80,328,348,78.0,363,348,238,55,2050
4491,65,250,278,65.0,306,281,178,55,1666
4492,66,271,290,66.0,352,293,192,53,1781
4493,67,253,276,61.0,298,274,196,56,1687
4494,77,309,378,51.0,370,344,229,48,2009
4495,59,212,220,56.0,290,243,173,46,1471
4496,65,255,305,63.0,312,281,191,55,1715
4497,84,295,342,81.0,395,366,257,47,2086
4498,68,269,286,73.0,338,301,212,54,1820
4499,62,256,271,70.0,296,284,186,61,1694
4500,74,307,340,78.0,340,326,213,58,1964
4501,70,258,272,51.0,304,280,204,62,1691
4502,73,300,337,75.0,361,355,210,61,1979
4503,66,298,286,75.0,354,278,195,58,1799
4504,79,294,272,59.0,386,326,231,67,1889
4505,67,258,283,62.0,340,291,186,56,1719
4506,70,298,327,63.0,369,327,194,54,1908
4507,66,254,260,66.0,325,294,180,50,1666
4508,66,277,294,69.0,326,319,191,35,1753
4509,65,266,272,60.0,321,275,179,55,1652
4510,70,250,297,72.0,321,301,192,53,1754
4511,71,268,275,68.0,319,327,211,65,1776
4512,74,261,284,53.0,372,310,207,49,1759
4513,71,266,321,62.0,298,318,200,47,1714
4514,65,239,258,60.0,300,273,173,55,1626
4515,66,266,294,76.0,300,290,195,46,1732
4516,77,307,325,65.0,363,354,226,34,1942
4517,67,301,334,68.0,345,328,189,33,1872
4518,69,336,355,68.0,362,343,191,64,1975
4519,70,285,322,70.0,346,323,207,51,1877
4520,70,326,352,74.0,357,356,197,58,1991
4521,70,302,344,76.0,306,324,191,58,1871
4522,83,329,345,70.0,383,357,247,29,2035
4523,67,297,317,70.0,340,295,187,56,1841
4524,68,256,293,61.0,321,297,200,43,1739
4525,71,335,371,70.0,367,335,207,53,1997
4526,72,290,286,69.0,317,318,212,48,1801
4527,71,288,347,66.0,345,344,205,57,1900
4528,65,261,274,61.0,285,283,181,50,1650
4529,74,263,270,68.0,331,310,217,51,1776
4530,70,324,335,75.0,345,342,197,47,1922
4531,73,344,349,64.0,352,328,202,54,1934
4532,70,263,287,51.0,315,280,210,49,1698
4533,68,297,300,51.0,311,330,201,50,1757
4534,69,268,305,53.0,304,323,199,58,1754
4535,77,272,302,79.0,340,341,223,49,1883
4536,75,302,304,83.0,350,327,213,51,1959
4537,70,303,304,65.0,305,332,208,58,1829
4538,76,305,331,68.0,353,347,228,68,1968
4539,68,321,332,57.0,285,359,201,59,1824
4540,76,301,311,66.0,356,341,229,56,1918
4541,71,254,303,61.0,337,308,192,52,1715
4542,77,300,347,71.0,345,343,211,45,1944
4543,67,236,264,70.0,310,288,181,58,1639
4544,79,314,394,74.0,386,343,226,52,2092
4545,73,281,318,72.0,317,318,210,40,1850
4546,70,291,337,62.0,342,304,195,50,1832
4547,63,266,268,43.0,329,282,187,60,1622
4548,77,338,382,70.0,332,356,228,52,2010
4549,79,337,357,65.0,348,343,231,59,1983
4550,69,240,258,83.0,351,292,201,43,1758
4551,69,261,280,56.0,334,280,188,52,1684
4552,81,369,404,67.0,383,361,217,51,2130
4553,67,288,320,64.0,330,291,182,52,1795
4554,70,247,285,72.0,343,245,200,44,1717
4555,63,248,273,51.0,305,293,172,46,1635
4556,70,328,323,54.0,381,363,200,50,1932
4557,67,226,265,75.0,273,260,202,56,1641
4558,64,263,300,60.0,318,299,183,63,1721
4559,69,265,247,56.0,327,295,194,46,1635
4560,69,289,312,64.0,341,297,191,47,1794
4561,79,330,368,62.0,386,394,226,56,2068
4562,76,274,347,72.0,317,339,222,44,1882
4563,70,290,271,67.0,345,315,194,41,1776
4564,67,277,309,72.0,311,327,194,60,1815
4565,62,283,295,49.0,323,295,178,53,1693
4566,69,281,317,74.0,357,309,201,51,1852
4567,72,293,337,64.0,353,330,212,61,1897
4568,66,250,297,75.0,340,283,181,58,1741
4569,75,338,364,55.0,327,337,208,69,1953
4570,75,285,338,74.0,360,354,219,56,1994
4571,74,310,339,57.0,334,351,222,68,1904
4572,72,288,289,66.0,344,300,213,58,1821
4573,73,253,294,72.0,318,316,210,54,1797
4574,72,253,284,65.0,352,309,203,51,1789
4575,80,337,357,61.0,377,360,225,67,2043
4576,76,326,339,90.0,365,345,224,56,2070
4577,73,259,302,71.0,309,340,210,45,1817
4578,69,268,339,77.0,320,323,189,42,1838
4579,71,301,341,67.0,352,339,187,61,1913
4580,78,340,405,65.0,353,350,218,19,2003
4581,71,291,313,60.0,381,310,205,53,1880
4582,67,311,327,58.0,299,325,202,66,1794
4583,67,267,249,76.0,357,294,187,63,1778
4584,68,233,250,61.0,347,291,189,55,1611
4585,77,314,326,66.0,397,349,216,46,2026
4586,66,272,262,64.0,316,276,190,43,1677
4587,73,328,331,65.0,406,338,209,50,1971
4588,64,255,259,64.0,316,274,164,55,1633
4589,68,274,298,67.0,309,311,189,65,1776
4590,68,293,308,61.0,327,316,182,44,1730
4591,73,352,340,69.0,310,368,216,54,1963
4592,64,237,266,38.0,278,263,181,48,1527
4593,72,291,327,72.0,360,330,201,63,1915
4594,62,241,267,63.0,301,268,173,43,1595
4595,68,294,336,83.0,314,306,183,40,1828
4596,79,315,339,70.0,367,363,226,62,2023
4597,78,291,310,71.0,354,332,235,54,1919
4598,64,256,306,57.0,305,264,156,46,1634
4599,66,312,326,59.0,337,333,198,44,1832
4600,68,280,296,68.0,314,312,185,65,1777
4601,67,243,256,60.0,316,271,189,42,1617
4602,73,310,319,60.0,347,337,199,55,1893
4603,65,284,268,56.0,331,289,179,55,1695
4604,70,262,274,65.0,341,298,196,42,1744
4605,66,231,264,70.0,272,292,186,47,1608
4606,64,267,285,63.0,292,282,185,52,1681
4607,66,281,280,60.0,345,297,188,64,1749
4608,72,288,295,74.0,372,287,199,47,1852
4609,61,237,261,60.0,282,262,175,50,1563
4610,71,334,337,62.0,366,360,205,60,1960
4611,65,267,298,64.0,351,310,171,47,1751
4612,64,232,250,64.0,313,275,174,45,1612
4613,76,336,336,64.0,369,350,223,44,1995
4614,80,304,384,83.0,313,349,216,56,2002
4615,76,306,341,74.0,376,341,206,49,1985
4616,70,305,349,70.0,336,335,188,52,1893
4617,66,294,340,64.0,313,318,187,45,1777
4618,70,289,300,69.0,351,306,195,55,1820
4619,74,297,310,66.0,324,327,206,43,1843
4620,76,306,320,67.0,375,333,214,45,1933
4621,73,323,343,77.0,369,335,207,53,1969
4622,70,250,286,73.0,352,290,202,42,1766
4623,70,324,341,48.0,334,343,203,47,1864
4624,78,281,349,85.0,330,350,224,59,1953
4625,67,256,284,73.0,326,297,183,58,1752
4626,76,269,296,86.0,313,339,233,52,1891
4627,80,322,356,49.0,368,358,224,45,1930
4628,71,304,329,74.0,345,327,202,58,1918
4629,75,331,354,68.0,353,367,226,56,2009
4630,70,298,323,72.0,373,329,206,61,1937
4631,64,290,319,55.0,326,307,183,62,1758
4632,74,305,335,72.0,362,352,214,61,1962
4633,66,259,305,75.0,336,295,179,50,1776
4634,66,262,285,42.0,322,312,192,53,1664
4635,60,262,277,71.0,263,258,175,61,1626
4636,62,207,234,76.0,280,246,176,44,1515
4637,74,293,309,61.0,333,335,219,45,1831
4638,72,244,265,51.0,352,315,201,66,1734
4639,76,323,337,69.0,356,348,217,61,1993
4640,73,304,339,67.0,315,324,187,57,1858
4641,70,282,286,76.0,303,310,194,51,1790
4642,74,305,306,69.0,331,319,218,50,1869
4643,64,270,264,68.0,301,285,172,47,1646
4644,73,282,313,67.0,350,337,222,14,1860
4645,72,264,280,68.0,366,288,208,66,1811
4646,64,282,292,73.0,345,278,185,55,1790
4647,76,309,319,64.0,388,323,219,49,1946
4648,76,330,352,74.0,359,314,215,48,1977
4649,78,324,371,73.0,361,359,215,49,2043
4650,70,254,309,69.0,323,335,182,50,1798
4651,80,355,359,69.0,399,362,226,42,2087
4652,72,257,324,71.0,329,319,191,57,1806
4653,71,336,331,66.0,370,346,197,60,1974
4654,62,251,282,50.0,259,263,182,53,1594
4655,69,295,312,59.0,322,299,197,54,1754
4656,61,216,292,80.0,267,245,167,53,1574
4657,69,301,354,84.0,357,325,191,52,1948
4658,72,324,333,64.0,376,360,210,21,1915
4659,70,229,252,61.0,344,282,202,53,1674
4660,56,190,217,56.0,272,228,152,53,1402
4661,76,350,350,59.0,355,353,221,51,2005
4662,74,305,340,66.0,369,339,218,60,1968
4663,63,241,260,71.0,312,281,178,38,1633
4664,72,308,367,75.0,330,312,189,49,1895
4665,65,249,294,79.0,305,275,181,49,1711
4666,72,338,348,65.0,357,345,208,63,1968
4667,71,270,281,67.0,352,269,210,56,1784
4668,67,239,264,82.0,307,300,184,62,1730
4669,71,288,299,73.0,372,327,209,57,1910
4670,76,280,302,59.0,380,343,219,51,1902
4671,82,355,342,66.0,393,368,239,43,2075
4672,70,336,359,33.0,316,339,213,48,1833
4673,66,262,286,69.0,330,298,184,65,1758
4674,74,261,289,69.0,345,318,222,43,1845
4675,70,294,327,76.0,337,321,200,54,1887
4676,70,274,285,73.0,335,287,201,57,1784
4677,72,337,345,71.0,343,350,218,42,1969
4678,80,277,315,64.0,362,338,232,61,1908
4679,78,357,358,61.0,395,356,219,58,2067
4680,73,328,323,73.0,371,330,203,58,1953
4681,72,264,274,68.0,379,271,212,56,1802
4682,80,313,343,70.0,365,327,232,42,1953
4683,71,260,300,67.0,349,315,195,39,1791
4684,68,246,261,83.0,327,293,190,40,1716
4685,65,277,299,71.0,345,290,184,58,1790
4686,64,246,280,63.0,303,274,186,54,1655
4687,77,287,377,60.0,370,344,205,34,1916
4688,68,286,319,59.0,318,330,194,59,1762
4689,82,367,413,53.0,348,405,206,45,2049
4690,70,302,317,74.0,384,312,194,51,1918
4691,72,330,340,52.0,385,356,210,17,1926
4692,69,305,302,68.0,321,327,194,39,1826
4693,68,248,270,58.0,329,307,192,46,1708
4694,78,351,335,69.0,396,379,231,51,2082
4695,69,267,257,73.0,369,289,199,54,1780
4696,65,270,296,63.0,312,285,185,48,1698
4697,75,297,318,68.0,349,329,211,48,1896
4698,65,256,259,33.0,344,285,178,46,1590
4699,73,291,307,69.0,319,284,211,53,1810
4700,68,275,282,52.0,311,291,177,54,1668
4701,71,279,296,66.0,318,291,217,62,1790
4702,78,293,354,66.0,330,358,217,52,1922
4703,68,281,280,70.0,347,290,196,55,1797
4704,65,257,256,62.0,312,303,183,46,1677
4705,64,253,259,58.0,299,263,182,54,1621
4706,67,280,323,61.0,325,298,180,50,1779
4707,69,200,253,56.0,271,310,200,56,1544
4708,65,281,282,54.0,333,295,185,53,1718
4709,73,264,312,74.0,337,306,209,45,1829
4710,63,275,280,72.0,307,274,164,52,1703
4711,53,191,213,68.0,253,230,151,53,1392
4712,70,288,293,65.0,341,315,198,45,1812
4713,67,249,269,68.0,311,297,194,46,1683
4714,74,269,313,70.0,382,305,209,39,1850
4715,71,326,304,59.0,382,351,195,56,1939
4716,71,287,285,59.0,370,313,201,44,1820
4717,78,268,299,59.0,355,347,229,52,1867
4718,73,253,266,64.0,348,297,202,54,1738
4719,70,299,294,72.0,351,301,190,47,1808
4720,69,289,313,64.0,354,314,199,66,1845
4721,69,305,286,76.0,357,307,188,57,1855
4722,71,292,283,66.0,379,345,209,64,1907
4723,71,285,325,63.0,341,318,219,45,1855
4724,58,201,232,70.0,278,255,175,52,1505
4725,69,273,250,61.0,326,308,191,56,1716
4726,57,255,242,50.0,288,271,157,40,1562
4727,66,266,302,68.0,332,312,194,54,1810
4728,64,239,249,59.0,295,299,188,44,1615
4729,62,240,267,67.0,280,275,162,60,1591
4730,67,276,286,51.0,348,264,204,67,1673
4731,63,272,302,63.0,327,297,168,63,1727
4732,75,280,339,68.0,372,315,217,56,1925
4733,69,244,260,58.0,332,285,191,44,1659
4734,75,280,370,74.0,318,308,202,64,1894
4735,68,250,286,64.0,297,296,201,59,1695
4736,69,255,264,30.0,342,298,185,54,1613
4737,72,291,332,87.0,343,310,194,60,1914
4738,78,332,331,63.0,365,361,227,52,2003
4739,74,268,313,77.0,328,340,207,48,1874
4740,67,299,349,63.0,330,345,189,57,1852
4741,75,297,311,66.0,338,324,222,49,1873
4742,75,244,253,38.0,337,316,220,56,1687
4743,75,265,304,57.0,349,324,215,63,1833
4744,71,310,319,61.0,380,337,197,37,1840
4745,65,228,249,59.0,262,255,196,56,1555
4746,74,323,351,77.0,368,339,216,40,2005
4747,75,313,314,66.0,347,328,217,52,1896
4748,70,314,314,67.0,384,331,206,44,1927
4749,70,286,296,71.0,350,306,202,51,1844
4750,70,293,303,64.0,374,311,193,45,1844
4751,68,276,293,77.0,305,304,194,50,1765
4752,76,251,295,76.0,365,317,228,57,1881
4753,67,280,303,66.0,307,298,194,54,1763
4754,69,265,304,63.0,376,302,194,46,1822
4755,69,247,265,56.0,295,284,199,51,1650
4756,71,328,303,54.0,332,292,213,40,1824
4757,62,266,267,65.0,310,278,159,54,1659
4758,74,311,325,55.0,354,353,212,55,1839
4759,64,212,244,49.0,289,269,183,63,1559
4760,67,280,283,70.0,335,272,190,59,1763
4761,68,268,290,34.0,374,319,182,65,1716
4762,68,309,339,73.0,332,320,184,55,1865
4763,65,276,282,76.0,309,307,185,52,1784
4764,79,295,365,74.0,363,359,220,43,1994
4765,77,326,324,69.0,369,358,229,49,2010
4766,69,264,289,69.0,344,292,212,54,1786
4767,78,343,350,74.0,386,335,227,65,2032
4768,68,289,303,59.0,306,292,190,51,1739
4769,66,226,242,61.0,298,283,182,57,1591
4770,73,286,323,73.0,346,329,208,43,1902
4771,64,222,254,60.0,299,281,180,35,1568
